team,conf,adj_oe,adj_de,barthag,efg_o,efg_d,tor,tor_d,orb,drb,ftr,ftr_d,x2p_o,x2p_d,x3p_o,x3p_d,adj_t,wab,postseason,seed,year
Iona,MAAC,110.3,98.3,0.7909,51.6,46.3,15.1,20.7,31.6,30.8,29,30.9,50.4,47.1,36.2,29.7,68.5,-1.7,R64,13,2023
Kent St.,MAC,107,97,0.756,50.8,47.3,16.3,22.3,31.3,30.2,31.5,38.1,51.4,47.9,33.2,31,67.8,0.8,R64,13,2023
Grand Canyon,WAC,111.3,106,0.6388,52.8,47.5,18.1,15.1,30.2,30.4,36.9,33.2,50.4,47.1,37.6,32.3,64.9,-3.8,R64,14,2023
Montana St.,BSky,105.1,98.2,0.6871,51,49.8,17.8,20.1,25.7,25.4,44,35.1,52.6,48.8,31.8,34.6,66.3,-2.7,R64,14,2023
Kennesaw St.,ASun,105.6,100.3,0.6428,52.7,51.1,17.8,19.5,27.3,25.4,35.9,36.8,51.2,50.6,36.8,34.5,68.4,-1.4,R64,14,2023
UC Santa Barbara,BW,110,105.7,0.6126,54.1,50.1,17,18.5,26.3,26.1,34.4,29.2,54.8,49.3,34.8,34.6,64.4,-1.5,R64,14,2023
Vermont,AE,109.7,102.5,0.6873,54.8,51,14.3,16.6,19.2,22.3,28.1,26.9,55.4,50.1,36,35.1,64.5,-3.8,R64,15,2023
Colgate,Pat,112.5,106.1,0.6607,58.2,52.2,15,17.6,25,24.5,27.3,20.2,56.9,51.5,40.5,35.6,67.5,-3.7,R64,15,2023
UNC Asheville,BSth,102.3,103.5,0.4657,53.6,48.3,20.1,17.8,25.7,29.1,40.9,26.8,51.1,49.5,38.6,30.6,68.2,-1.9,R64,15,2023
Princeton,Ivy,109.1,101,0.7083,52.2,48.4,16.5,14.7,28.1,22.6,30.4,28.1,53.3,48.1,33.7,32.7,67,-3.2,S16,15,2023
Fairleigh Dickinson,NEC,106.1,114.7,0.2909,51.3,54.7,16.3,21.1,30.9,29.3,28,33.9,51.1,55.8,34.3,35.3,68.6,-12.2,R32,16,2023
Northern Kentucky,Horz,102.6,101.4,0.5349,49.1,51.3,17.3,23.3,31.6,33,26.9,30.5,47.4,49.3,34.3,36.4,61.9,-6.7,R64,16,2023
Howard,MEAC,102.7,106.3,0.4031,51.8,50.9,22.8,20.6,33.7,31.9,32.2,33.9,49.8,51.1,36.9,33.8,69,-7.3,R64,16,2023
Texas A&M Corpus Chris,Slnd,105.8,107.4,0.4566,50.5,52.6,17.7,20.4,32.8,27.8,34.8,38.2,48.3,54.1,36.4,33.8,68.9,-6,R64,16,2023
Texas Southern,SWAC,95.4,105.4,0.2394,46.1,49.6,20.3,18.5,29.2,27.5,34.3,38.8,47.7,48.9,28,33.9,69.2,-13.5,R68,16,2023
Southeast Missouri St.,OVC,99.4,107.8,0.2823,50.1,51.3,17.3,19,25,28.3,38.2,44.1,50.3,50.7,33.2,35,72,-11.7,R68,16,2023
Kansas,B12,121.42,85.52,0.98251,56.65,44.39,19.15,22.494,37.624,29.133,36.4176,31.6,55.46,41.24,39.712,32.854,68.6117,9.93,Champions,1,2008
Memphis,CUSA,117.06,86.13,0.97152,52.753,43.45,16.68,22.591,37.821,29.649,40.464,31.773,52.929,42.61,34.9169,30.27,70.272,8.95,2ND,1,2008
UCLA,P10,116.28,86.85,0.96643,52.273,46.535,19.15,21.8129,39.212,27.25,37.3144,25.61,52.437,45.464,34.4193,32.957,66.1215,10.82,F4,1,2008
North Carolina,ACC,122.91,91.926,0.96594,53.47,48.29,18.844,21.1168,42.51,29.3,38.126,25.711,52.144,47.8137,37.28,32.645,74.78,11.91,F4,1,2008
Wisconsin,B10,112.636,85.41,0.96005,50.6138,43.45,19.572,21.9124,36.253,28.625,39.98,25.48,49.3128,41.75,35.6144,31.322,63.1306,8.38,S16,3,2008
Louisville,BE,112.139,86.54,0.95146,53.145,44.17,20.2111,21.7135,33.4144,30.991,36.5172,33.5106,53.519,43.116,35.168,30.51,67.2171,4.716,E8,3,2008
Duke,ACC,115.81,89.91,0.94887,53.638,47.667,18.329,24.719,33.9121,33.7212,40.953,31.976,51.751,47.106,37.757,32.957,73.513,8.96,R32,2,2008
Texas,B12,120.63,93.841,0.94768,51.5106,45.721,14.22,17.9315,36.349,33.6208,32.276,31.6,48.5162,43.218,38.48,33.268,64.7265,8.47,E8,2,2008
Georgetown,BE,113.032,87.96,0.94729,56.74,41.91,21.3186,19.8238,33.1153,32.7156,34.237,36.161,56.23,40.52,38.437,29.64,62.9311,7.79,R32,2,2008
Washington St.,P10,113.427,89.88,0.93591,53.734,46.741,17.11,21.9124,27.8303,29.854,38.5115,28.432,53.27,45.36,36.891,33.164,60.334,4.914,S16,4,2008
Stanford,P10,112.833,89.89,0.932011,49.817,44.39,18.844,17.7319,39.113,29.237,39.687,32.892,48.182,42.16,36.6102,33.372,65.1256,6.71,S16,3,2008
Marquette,BE,114.123,91.117,0.930412,50.6138,46.329,18.741,23.939,38.217,33.4192,37.5139,41.262,49.139,46.796,35.8135,30.48,68.6122,3.822,R32,6,2008
Clemson,ACC,113.229,90.412,0.929913,51.987,48.185,20.3121,24.621,39.87,36.4301,30.6302,33.8116,49.7114,49.192,37.563,30.48,69.69,4.419,R64,5,2008
Tennessee,SEC,114.619,91.624,0.929014,52.465,49.1126,18.226,24.719,36.253,34.6251,38.126,39.6233,51.556,50.3245,35.8135,31.22,72.819,9.24,S16,2,2008
Davidson,SC,114.717,91.725,0.928715,54.123,49.314,17.314,24.327,32.4185,28.523,26.3332,37.318600000000004,54.11,47.106,36.1116,35.5186,68.4128,1.534,E8,10,2008
Michigan St.,B10,114.716,92.729,0.920716,52.658,46.26,21.1171,18.9285,39.59,31.6117,33.5248,33.198,51.652,45.667,37.183,31.119,65.3249,5.113,S16,5,2008
Xavier,A10,115.511,93.436,0.920517,54.614,47.15,19.887,19.6252,35.868,30.16,42.429,31.468,52.243,45.254,39.124,33.685,65.8225,4.718,E8,3,2008
Texas A&M,B12,112.138,91.12,0.915518,52.84,44.917,19.255,17.4327,35.88,28.117,41.84,26.715,51.264,42.27,35.7142,33.895,63.8294,3.126,R32,9,2008
West Virginia,BE,113.825,92.73,0.913819,51.411,48.8,16.47,22.872,34.411,31.2106,36.6166,39.7235,50.11,45.254,36.122,35.821,65.6232,2.628,S16,7,2008
Kansas St.,B12,114.52,93.537,0.91172,49.518,48.397,20.8156,22.2103,42.32,30.364,37.4143,38.3202,50.296,44.945,32.285,37.2282,71.83,1.3800000000000001,R32,11,2008
Drake,MVC,119.34,97.796,0.908121,52.658,50.4195,18.22,24.136,36.736,33.1178,35.221,23.96,50.584,49.5209,36.796,34.5129,64.4278,5.212,R64,5,2008
Purdue,B10,110.151,90.513,0.904722,49.1195,49.1126,19.15,26.7,33.1153,30.991,37.1154,42.6288,45.3282,47.6129,37.374,34.8145,68.5126,3.823,R32,6,2008
Pittsburgh,BE,116.27,95.967,0.901523,50.813,47.978,18.226,20.9177,39.311,33.9221,36.1187,28.635,50.877,46.81,33.8217,33.473,65.3252,5.311,R32,4,2008
Connecticut,BE,114.915,95.058,0.899224,50.6138,44.28,19.461,17.3329,39.59,34.2237,48.14,23.55,49.5121,40.52,36.1116,34.8145,69.103,4.321,R64,4,2008
Arizona,P10,115.512,95.563,0.899225,53.929,48.7111,18.637,19.28,27.8303,33.4192,40.464,30.453,51.264,47.5122,39.615,34.5129,65.3251,1.536,R64,10,2008
Gonzaga,WCC,112.635,93.335,0.896926,54.517,45.721,20.7151,21.6144,34.699,29.751,39.783,32.182,53.715,43.826,37.563,32.752,68.4131,2.132,R64,7,2008
Notre Dame,BE,114.618,95.16,0.895727,52.273,46.638,18.329,17.5324,36.253,30.784,34.237,23.4,47.8195,44.842,40.56,33.578,70.555,4.42,R32,5,2008
Butler,Horz,114.222,94.953,0.894628,54.123,48.8,16.99,22.965,29.827,32.2137,36.7162,32.689,51.363,48.2153,38.48,31.831,61.2329,4.717,R32,7,2008
USC,P10,109.456,90.814,0.894529,53.34,44.814,21.9217,20.224,31.1237,35.261,38.711,27.924,51.556,44.127,38.732,30.711,67.4158,3.625,R64,6,2008
Indiana,B10,114.124,94.955,0.89263,52.368,47.356,20.101,19.8238,36.157,29.133,41.937,31.6,52.34,45.151,34.9169,34.1109,68.4127,4.815,R64,8,2008
Mississippi St.,SEC,107.874,91.118,0.873434,52.273,42.53,21.4188,17.8318,34.797,32.7156,39.99,28.25,53.321,39.81,33.4234,31.728,68.5123,0.642,R32,8,2008
BYU,MWC,105.9106,90.011,0.867535,53.242,43.24,19.572,19.1277,30.6254,26.43,37.3144,30.554,51.652,42.814,37.374,29.53,70.273,2.529,R64,8,2008
Miami FL,ACC,111.541,95.161,0.862037,49.2187,47.46,19.48,20.6192,35.185,34.228,39.293,35.4146,45.7268,43.724,37.953,35.62,67.7149,1.633,R32,7,2008
Arkansas,SEC,110.847,94.551,0.861138,51.987,48.41,21.821,21.2166,37.624,31.9128,37.9129,35.6153,52.34,47.4118,34.1205,33.578,68.6121,0.543,R32,9,2008
Baylor,B12,115.99,99.6127,0.85094,51.987,48.397,17.213,19.4263,32.2,32.9165,35.9196,39.5229,49.6115,46.59,37.374,35.1166,71.731,1.535,R64,11,2008
Oregon,P10,118.05,101.5163,0.849741,55.87,50.3189,18.433,16.4337,32.2,31.94,36.7162,34.3125,53.813,50.4248,39.221,33.473,68.139,0.839,R64,9,2008
UNLV,MWC,108.862,94.045,0.843444,48.6214,46.329,16.26,21.6144,29.1284,32.314,33.3255,32.487,47.8195,47.106,33.2246,30.16,66.2205,2.231,R32,8,2008
Saint Mary's,WCC,107.479,93.032,0.839245,52.465,44.814,18.947,20.9177,35.573,31.4113,39.99,30.756,51.652,44.127,35.8135,31.322,68.413,1.237,R64,10,2008
Villanova,BE,107.973,93.538,0.838046,49.1195,51.1224,20.5136,23.647,36.253,31.94,38.9107,46.4322,47.8195,48.6177,34.4193,36.5254,69.494,0.345,S16,12,2008
Oklahoma,B12,107.477,93.334,0.835247,50.1157,47.46,19.783,20.2211,33.4144,30.261,38.711,30.348,49.139,46.73,34.8172,32.645,65.1257,2.827,R32,6,2008
Western Kentucky,SB,109.653,95.665,0.828348,53.638,47.253,20.2111,24.916,36.736,33.4192,36.191,48.833,51.168,46.282,39.25,32.957,69.688,0.246,S16,12,2008
Saint Joseph's,A10,113.826,99.3118,0.827449,54.614,50.6203,19.359,21.515,32.5178,34.228,39.783,33.3104,52.83,47.7133,38.633,37.274,65.4247,-1.261,R64,11,2008
Vanderbilt,SEC,111.442,97.897,0.817554,54.123,49.7159,19.887,20.5197,31.24,33.5203,38.3121,32.8,50.682,48.3163,39.911,35.159,70.464,3.824,R64,4,2008
Kent St.,MAC,105.9105,93.739,0.80446,52.561,46.638,21.821,24.233,35.769,35.6283,41.149,37.819,50.974,46.73,37.374,31.728,66.6192,2.33,R64,9,2008
Temple,A10,111.244,98.9112,0.792867,54.123,49.1126,19.15,19.3268,28.5294,32.4141,35.3207,31.874,53.321,46.59,36.987,35.7205,65.6236,-1.77,R64,12,2008
Kentucky,SEC,106.691,94.956,0.792068,52.753,45.18,23.7296,19.7248,32.916,33.8214,41.149,42.4285,51.556,43.116,36.987,32.645,64.3283,-1.16,R64,11,2008
South Alabama,SB,110.548,99.5123,0.768674,53.929,48.41,20.6143,20.4202,37.92,30.569,46.13,31.6,53.321,47.3115,36.891,33.578,66.7186,-0.35,R64,10,2008
Oral Roberts,Sum,102.1167,92.831,0.749081,49.9166,44.814,19.255,20.7188,33.1153,31.311,40.756,29.544,47.1225,42.61,36.891,33.79,65.7227,-0.958,R64,13,2008
George Mason,CAA,108.071,98.7105,0.738086,52.368,47.563,18.741,18.4299,32.2,27.912,39.881,27.17,52.437,46.487,34.7178,33.268,63.7296,-3.693,R64,12,2008
Georgia,SEC,103.2145,94.752,0.72819,47.8251,48.185,21.821,19.28,37.228,31.6117,32.1272,33.6109,47.1225,49.1196,32.9259,30.916,66.6189,-3.999,R64,14,2008
Siena,MAAC,106.887,99.2116,0.700897,50.5143,51.8249,15.54,23.939,31.4227,36.5304,36.3179,25.48,48.1177,49.5209,37.471,37.6296,69.21,-3.897,R32,13,2008
Cal St. Fullerton,BW,109.16,101.8172,0.68791,54.222,52.7281,18.329,23.647,32.6172,30.261,32.3266,32.994,52.34,51.2273,38.437,37.274,74.11,-3.288,R64,14,2008
Winthrop,BSth,96.3249,90.915,0.6608111,49.6177,46.638,19.887,23.355,33.2152,29.237,35.6201,33.6109,46.7238,46.796,37.28,31.18,63.53,-4.2108,R64,13,2008
San Diego,WCC,100.0191,94.448,0.6602112,49.4182,49.122,21.4188,22.776,32.1195,30.569,35.7199,33.7114,48.815,48.3163,33.9215,33.79,65.3254,-3.9102,R32,13,2008
Portland St.,BSky,106.789,101.9174,0.631112,54.419,50.6203,20.8156,21.4156,34.1114,31.7121,37.8132,34.9139,50.877,49.722,39.712,34.8145,68.1138,-3.491,R64,16,2008
Cornell,Ivy,107.48,103.8204,0.5973132,55.49,49.1126,19.994,20.9177,28.6293,31.311,33.8243,34.6132,52.533,46.384,40.47,36.5254,69.882,-1.262,R64,14,2008
Boise St.,WAC,105.8108,102.4181,0.5930134,57.12,50.3189,21.2179,19.5259,30.4258,29.442,39.783,33.6109,56.23,49.1196,39.221,35.2174,72.917,-2.477,R64,14,2008
UMBC,AE,110.25,107.7281,0.566614,51.987,50.8211,13.61,17.7319,31.821,33.6208,33.5248,28.432,49.139,49.192,38.437,36.1227,66.217,-3.84,R64,15,2008
Belmont,ASun,105.7109,103.9209,0.5487148,53.242,51.9251,20.413,22.494,33.5137,30.569,33.8243,35.6153,52.144,51.9291,36.3109,34.6135,71.238,-3.592,R64,15,2008
American,Pat,105.3116,104.522,0.5208157,52.273,47.769,22.5242,19.7248,32.916,30.57,41.347,38.9214,46.2253,45.48,40.83,35.159,62.7318,-5.8135,R64,15,2008
Austin Peay,OVC,102.2165,102.8189,0.4825167,51.797,54.2319,18.329,24.327,30.2261,32.7156,44.32,32.79,48.4167,53.312,38.242,37.4289,67.2169,-5.3127,R64,15,2008
Mount St. Mary's,NEC,99.0209,100.114,0.467917,49.817,47.253,20.8156,21.515,29.827,33.4192,38.711,38.196,47.9187,46.796,36.1116,32.236,67.6153,-9.5186,R64,16,2008
UT Arlington,Slnd,100.119,103.0192,0.4196185,52.368,47.563,24.303,20.7188,31.9204,31.94,41.443,38.821,52.533,46.693,34.6182,32.645,70.365,-7.156000000000001,R64,16,2008
Coppin St.,MEAC,91.5312,105.1231,0.1695294,43.5332,50.4195,22.2229,24.916,31.7214,38.3332,36.6166,39.9239,42.327,49.1196,32.285,34.9154,63.9291,-13.266,R68,16,2008
Mississippi Valley St.,SWAC,89.7323,104.7224,0.1456309,43.4334,49.8162,21.7208,22.872,32.219,34.6251,40.367,36.9177,40.7334,50.926,34.2198,31.627,64.9261,-10.199,R64,16,2008
Memphis,CUSA,112.634,84.21,0.96611,50.1122,41.41,18.348,22.467,38.29,30.473,39.971,35.5153,50.672,40.2,32.6234,30.11,66.8124,7.18,S16,2,2009
North Carolina,ACC,123.81,92.724,0.96542,52.845,46.661,16.69,20.7159,39.219,32.2143,39.876,25.47,51.62,44.745,38.524,33.6127,73.17,7.75,Champions,1,2009
Connecticut,BE,116.316,87.13,0.96523,51.378,42.42,18.139,16.8331,39.811,30.679,46.46,19.51,51.452,40.96,34.1158,30.417,67.495,8.81,F4,1,2009
Louisville,BE,112.832,86.52,0.95514,52.748,44.312,19.9123,23.339,35.285,32.4155,31.4293,30.239,51.158,43.326,36.958,30.925,67.1105,8.13,E8,1,2009
Pittsburgh,BE,121.42,93.227,0.95445,52.942,46.555,18.242,19.2251,42.51,30.167,33.26,30.239,52.825,45.159,35.4103,32.992,65.1189,8.62,E8,1,2009
Missouri,B12,117.19,91.617,0.94436,52.748,46.349,16.36,25.111,34.3109,34.7248,36.617,39.9252,52.727,46.7104,35.2114,30.316,70.719,6.19,E8,3,2009
Kansas,B12,114.424,90.49,0.93747,53.234,44.8,20.8186,19.4237,36.751,29.239,39.585,35.1143,52.236,40.84,37.153,33.4116,67.107,5.412,S16,3,2009
West Virginia,BE,115.221,91.113,0.93668,48.5189,46.661,18.242,23.437,41.4,31.5118,35.919,38.4221,48.164,47.1122,32.9224,30.213,64.5223,3.919,R64,6,2009
UCLA,P10,120.03,95.046,0.93639,55.74,49.8196,19.71,23.921,36.358,31.3111,31.2296,35.6156,53.519,48.152,39.912,36.1269,65.617,4.517,R32,6,2009
Michigan St.,B10,114.025,90.28,0.93631,49.8136,47.281,20.9196,20.3181,40.76,27.18,41.148,36.5177,48.5145,47.118,35.4103,31.842,66.7129,7.47,2ND,2,2009
Gonzaga,WCC,116.911,92.519,0.936211,55.26,44.21,16.47,21.3125,30.8239,30.473,35.5196,29.527,53.321,39.41,39.414,35.2233,67.88,4.518,S16,4,2009
Duke,ACC,117.67,93.329,0.934812,50.5104,47.8105,17.622,23.532,37.433,33.22,41.444,31.53,49.6102,46.7104,34.9124,33.8141,67.1106,7.94,S16,2,2009
Oklahoma,B12,118.64,94.338,0.933413,55.26,45.838,20.1142,18.33,36.946,31.9133,46.54,28.821,56.64,43.22,35.1117,33.9151,67.11,7.46,E8,2,2009
Villanova,BE,114.622,91.214,0.932314,50.897,47.386,19.71,21.7107,36.16,29.958,41.939,38.7229,49.893,45.57,35.2114,33.7132,67.586,6.1,F4,3,2009
Syracuse,BE,117.11,93.533,0.929815,54.416,46.764,20.8186,19.2251,35.966,35.3271,39.392,26.21,55.45,48.1164,34.9124,29.67,70.127,5.911,S16,3,2009
Arizona St.,P10,118.06,94.64,0.927316,56.42,47.77,18.656,19.5232,29.1276,30.63,38.7107,30.949,57.12,46.598,37.56,31.945,59.7331,4.716,R32,6,2009
Purdue,B10,110.159,88.85,0.922817,50.125,44.19,17.316,22.467,29.4271,31.8127,33.2253,31.357,49.126,41.81,34.7131,32.884,66.6133,3.92,S16,5,2009
Washington,P10,112.437,90.812,0.921618,48.8174,46.867,20.1142,20.2188,41.93,31.95,44.32,33.31,48.4148,45.469,33.8173,33.4116,72.41,4.915,R32,4,2009
Marquette,BE,117.38,95.955,0.910419,51.283,50.9251,16.711,21.5118,35.92,30.679,45.411,30.136,50.77,50.3264,34.7131,34.7193,68.172,3.422,R32,6,2009
BYU,MWC,113.826,93.636,0.90462,54.811,45.941,16.58,20.1191,28.3297,25.74,35.2202,36.317,53.614,46.392,38.133,30.213,69.49,2.334,R64,8,2009
Xavier,A10,109.963,90.811,0.900521,52.262,43.77,21.1201,17.9314,36.946,27.817,45.312,33.296,48.8133,41.68,39.414,32.46,66.1147,2.925,S16,4,2009
Clemson,ACC,116.614,96.566,0.898822,52.845,48.3125,20.2149,24.413,39.811,37.1314,31.5289,32.58,51.62,46.81,37.447,35.9266,68.73,2.826,R64,7,2009
Texas,B12,112.339,93.026,0.897623,48.5189,46.43,18.656,20.194,39.219,32.717,38.6108,36.618,48.2157,43.529,32.8229,34.317,65.3179,2.629,R32,7,2009
USC,P10,110.062,91.516,0.893024,50.897,46.349,21.2212,19.9197,37.336,31.1102,42.236,32.783,51.357,44.135,32.6234,33.6127,63.9249,2.533,R32,10,2009
Illinois,B10,106.2102,88.44,0.891925,51.186,44.21,19.495,21.6113,30.2253,32.717,22.5344,26.712,50.575,44.135,35.119,29.67,62.7289,3.821,R64,5,2009
